campaign_id,campaign_name,campaign_type,industry
59,Campaign_102,Video,Healthcare
60,Campaign_103,Search,Ecommerce
61,Campaign_103,Search,Edtech
62,Campaign_103,Search,Finance
63,Campaign_103,Search,Healthcare
64,Campaign_103,Shopping,Ecommerce
65,Campaign_103,Shopping,Edtech
66,Campaign_103,Shopping,Finance
67,Campaign_103,Shopping,Healthcare
68,Campaign_103,Video,Ecommerce
69,Campaign_103,Video,Edtech
70,Campaign_103,Video,Finance
71,Campaign_103,Video,Healthcare
72,Campaign_104,Search,Ecommerce
73,Campaign_104,Search,Edtech
74,Campaign_104,Search,Finance
75,Campaign_104,Search,Healthcare
76,Campaign_104,Shopping,Ecommerce
77,Campaign_104,Shopping,Edtech
78,Campaign_104,Shopping,Finance
79,Campaign_104,Shopping,Healthcare
80,Campaign_104,Video,Ecommerce
81,Campaign_104,Video,Edtech
82,Campaign_104,Video,Finance
83,Campaign_104,Video,Healthcare
84,Campaign_105,Search,Ecommerce
85,Campaign_105,Search,Edtech
86,Campaign_105,Search,Finance
87,Campaign_105,Search,Healthcare
88,Campaign_105,Shopping,Ecommerce
89,Campaign_105,Shopping,Edtech
90,Campaign_105,Shopping,Finance
91,Campaign_105,Shopping,Healthcare
92,Campaign_105,Video,Ecommerce
93,Campaign_105,Video,Edtech
94,Campaign_105,Video,Finance
95,Campaign_105,Video,Healthcare
96,Campaign_106,Search,Ecommerce
97,Campaign_106,Search,Edtech
98,Campaign_106,Search,Finance
99,Campaign_106,Search,Healthcare
100,Campaign_106,Shopping,Ecommerce
101,Campaign_106,Shopping,Edtech
102,Campaign_106,Shopping,Finance
103,Campaign_106,Shopping,Healthcare
104,Campaign_106,Video,Ecommerce
105,Campaign_106,Video,Edtech
106,Campaign_106,Video,Finance
107,Campaign_106,Video,Healthcare
108,Campaign_107,Search,Ecommerce
109,Campaign_107,Search,Edtech
110,Campaign_107,Search,Finance
111,Campaign_107,Search,Healthcare
112,Campaign_107,Shopping,Ecommerce
113,Campaign_107,Shopping,Edtech
114,Campaign_107,Shopping,Finance
115,Campaign_107,Shopping,Healthcare
116,Campaign_107,Video,Ecommerce
117,Campaign_107,Video,Finance
118,Campaign_107,Video,Healthcare
119,Campaign_108,Search,Ecommerce
120,Campaign_108,Search,Edtech
121,Campaign_108,Search,Finance
122,Campaign_108,Search,Healthcare
123,Campaign_108,Shopping,Ecommerce
124,Campaign_108,Shopping,Edtech
125,Campaign_108,Shopping,Finance
126,Campaign_108,Shopping,Healthcare
127,Campaign_108,Video,Ecommerce
128,Campaign_108,Video,Edtech
129,Campaign_108,Video,Finance
130,Campaign_108,Video,Healthcare
131,Campaign_109,Search,Ecommerce
132,Campaign_109,Search,Edtech
133,Campaign_109,Search,Finance
134,Campaign_109,Search,Healthcare
135,Campaign_109,Shopping,Ecommerce
136,Campaign_109,Shopping,Edtech
137,Campaign_109,Shopping,Finance
138,Campaign_109,Shopping,Healthcare
139,Campaign_109,Video,Ecommerce
140,Campaign_109,Video,Edtech
141,Campaign_109,Video,Finance
142,Campaign_109,Video,Healthcare
143,Campaign_11,Search,Ecommerce
144,Campaign_11,Search,Edtech
145,Campaign_11,Search,Finance
146,Campaign_11,Search,Healthcare
147,Campaign_11,Shopping,Ecommerce
148,Campaign_11,Shopping,Edtech
149,Campaign_11,Shopping,Finance
150,Campaign_11,Shopping,Healthcare
151,Campaign_11,Video,Ecommerce
152,Campaign_11,Video,Edtech
153,Campaign_11,Video,Finance
154,Campaign_11,Video,Healthcare
155,Campaign_110,Search,Ecommerce
156,Campaign_110,Search,Edtech
157,Campaign_110,Search,Finance
158,Campaign_110,Search,Healthcare
159,Campaign_110,Shopping,Ecommerce
160,Campaign_110,Shopping,Edtech
161,Campaign_110,Shopping,Finance
162,Campaign_110,Shopping,Healthcare
163,Campaign_110,Video,Ecommerce
164,Campaign_110,Video,Edtech
165,Campaign_110,Video,Finance
166,Campaign_110,Video,Healthcare
167,Campaign_111,Search,Ecommerce
168,Campaign_111,Search,Edtech
169,Campaign_111,Search,Finance
170,Campaign_111,Search,Healthcare
171,Campaign_111,Shopping,Ecommerce
172,Campaign_111,Shopping,Edtech
173,Campaign_111,Shopping,Finance
174,Campaign_111,Shopping,Healthcare
175,Campaign_111,Video,Ecommerce
176,Campaign_111,Video,Edtech
177,Campaign_111,Video,Finance
178,Campaign_111,Video,Healthcare
179,Campaign_112,Search,Ecommerce
180,Campaign_112,Search,Edtech
181,Campaign_112,Search,Finance
182,Campaign_112,Search,Healthcare
183,Campaign_112,Shopping,Ecommerce
184,Campaign_112,Shopping,Edtech
185,Campaign_112,Shopping,Finance
186,Campaign_112,Shopping,Healthcare
187,Campaign_112,Video,Ecommerce
188,Campaign_112,Video,Edtech
189,Campaign_112,Video,Finance
190,Campaign_112,Video,Healthcare
191,Campaign_113,Search,Ecommerce
192,Campaign_113,Search,Edtech
193,Campaign_113,Search,Finance
194,Campaign_113,Search,Healthcare
195,Campaign_113,Shopping,Ecommerce
196,Campaign_113,Shopping,Edtech
197,Campaign_113,Shopping,Finance
198,Campaign_113,Shopping,Healthcare
199,Campaign_113,Video,Ecommerce
200,Campaign_113,Video,Edtech
201,Campaign_113,Video,Finance
202,Campaign_113,Video,Healthcare
203,Campaign_114,Search,Ecommerce
204,Campaign_114,Search,Edtech
205,Campaign_114,Search,Finance
206,Campaign_114,Search,Healthcare
207,Campaign_114,Shopping,Ecommerce
208,Campaign_114,Shopping,Edtech
209,Campaign_114,Shopping,Finance
210,Campaign_114,Shopping,Healthcare
211,Campaign_114,Video,Ecommerce
212,Campaign_114,Video,Edtech
213,Campaign_114,Video,Finance
214,Campaign_114,Video,Healthcare
215,Campaign_115,Search,Ecommerce
216,Campaign_115,Search,Edtech
217,Campaign_115,Search,Finance
218,Campaign_115,Search,Healthcare
219,Campaign_115,Shopping,Ecommerce
220,Campaign_115,Shopping,Edtech
221,Campaign_115,Shopping,Finance
222,Campaign_115,Shopping,Healthcare
223,Campaign_115,Video,Ecommerce
224,Campaign_115,Video,Edtech
225,Campaign_115,Video,Finance
226,Campaign_115,Video,Healthcare
227,Campaign_116,Search,Ecommerce
228,Campaign_116,Search,Edtech
229,Campaign_116,Search,Finance
230,Campaign_116,Search,Healthcare
231,Campaign_116,Shopping,Ecommerce
232,Campaign_116,Shopping,Edtech
233,Campaign_116,Shopping,Finance
234,Campaign_116,Shopping,Healthcare
235,Campaign_116,Video,Ecommerce
236,Campaign_116,Video,Edtech
237,Campaign_116,Video,Finance
238,Campaign_116,Video,Healthcare
239,Campaign_117,Search,Ecommerce
240,Campaign_117,Search,Edtech
241,Campaign_117,Search,Finance
242,Campaign_117,Shopping,Ecommerce
243,Campaign_117,Shopping,Finance
244,Campaign_117,Shopping,Healthcare
245,Campaign_117,Video,Ecommerce
246,Campaign_117,Video,Edtech
247,Campaign_117,Video,Finance
248,Campaign_117,Video,Healthcare
249,Campaign_118,Search,Ecommerce
250,Campaign_118,Search,Edtech
251,Campaign_118,Search,Finance
252,Campaign_118,Search,Healthcare
253,Campaign_118,Shopping,Ecommerce
254,Campaign_118,Shopping,Edtech
255,Campaign_118,Shopping,Finance
256,Campaign_118,Shopping,Healthcare
257,Campaign_118,Video,Ecommerce
258,Campaign_118,Video,Edtech
259,Campaign_118,Video,Finance
260,Campaign_118,Video,Healthcare
261,Campaign_119,Search,Ecommerce
262,Campaign_119,Search,Edtech
263,Campaign_119,Search,Finance
264,Campaign_119,Search,Healthcare
265,Campaign_119,Shopping,Ecommerce
266,Campaign_119,Shopping,Edtech
267,Campaign_119,Shopping,Finance
268,Campaign_119,Shopping,Healthcare
269,Campaign_119,Video,Ecommerce
270,Campaign_119,Video,Edtech
271,Campaign_119,Video,Finance
272,Campaign_119,Video,Healthcare
273,Campaign_12,Search,Ecommerce
274,Campaign_12,Search,Edtech
275,Campaign_12,Search,Finance
276,Campaign_12,Search,Healthcare
277,Campaign_12,Shopping,Ecommerce
278,Campaign_12,Shopping,Edtech
279,Campaign_12,Shopping,Finance
280,Campaign_12,Shopping,Healthcare
281,Campaign_12,Video,Ecommerce
282,Campaign_12,Video,Edtech
283,Campaign_12,Video,Finance
284,Campaign_12,Video,Healthcare
285,Campaign_13,Search,Ecommerce
286,Campaign_13,Search,Finance
287,Campaign_13,Search,Healthcare
288,Campaign_13,Shopping,Ecommerce
289,Campaign_13,Shopping,Edtech
290,Campaign_13,Shopping,Finance
291,Campaign_13,Shopping,Healthcare
292,Campaign_13,Video,Ecommerce
293,Campaign_13,Video,Edtech
294,Campaign_13,Video,Finance
295,Campaign_13,Video,Healthcare
296,Campaign_14,Search,Ecommerce
297,Campaign_14,Search,Edtech
298,Campaign_14,Search,Finance
299,Campaign_14,Search,Healthcare
300,Campaign_14,Shopping,Ecommerce
301,Campaign_14,Shopping,Finance
302,Campaign_14,Shopping,Healthcare
303,Campaign_14,Video,Ecommerce
304,Campaign_14,Video,Edtech
305,Campaign_14,Video,Finance
306,Campaign_14,Video,Healthcare
307,Campaign_15,Search,Ecommerce
308,Campaign_15,Search,Edtech
309,Campaign_15,Search,Finance
310,Campaign_15,Search,Healthcare
311,Campaign_15,Shopping,Ecommerce
312,Campaign_15,Shopping,Edtech
313,Campaign_15,Shopping,Finance
314,Campaign_15,Shopping,Healthcare
315,Campaign_15,Video,Ecommerce
316,Campaign_15,Video,Edtech
317,Campaign_15,Video,Finance
318,Campaign_15,Video,Healthcare
319,Campaign_16,Search,Ecommerce
320,Campaign_16,Search,Edtech
321,Campaign_16,Search,Finance
322,Campaign_16,Search,Healthcare
323,Campaign_16,Shopping,Ecommerce
324,Campaign_16,Shopping,Edtech
325,Campaign_16,Shopping,Finance
326,Campaign_16,Shopping,Healthcare
327,Campaign_16,Video,Ecommerce
328,Campaign_16,Video,Edtech
329,Campaign_16,Video,Finance
330,Campaign_16,Video,Healthcare
331,Campaign_17,Search,Ecommerce
332,Campaign_17,Search,Edtech
333,Campaign_17,Search,Finance
334,Campaign_17,Search,Healthcare
335,Campaign_17,Shopping,Ecommerce
336,Campaign_17,Shopping,Edtech
337,Campaign_17,Shopping,Finance
338,Campaign_17,Shopping,Healthcare
339,Campaign_17,Video,Ecommerce
340,Campaign_17,Video,Edtech
341,Campaign_17,Video,Finance
342,Campaign_17,Video,Healthcare
343,Campaign_18,Search,Ecommerce
344,Campaign_18,Search,Edtech
345,Campaign_18,Search,Healthcare
346,Campaign_18,Shopping,Ecommerce
347,Campaign_18,Shopping,Edtech
348,Campaign_18,Shopping,Finance
349,Campaign_18,Shopping,Healthcare
350,Campaign_18,Video,Ecommerce
351,Campaign_18,Video,Edtech
352,Campaign_18,Video,Finance
353,Campaign_18,Video,Healthcare
354,Campaign_19,Search,Ecommerce
355,Campaign_19,Search,Edtech
356,Campaign_19,Search,Finance
357,Campaign_19,Search,Healthcare
358,Campaign_19,Shopping,Ecommerce
359,Campaign_19,Shopping,Edtech
360,Campaign_19,Shopping,Finance
361,Campaign_19,Shopping,Healthcare
362,Campaign_19,Video,Ecommerce
363,Campaign_19,Video,Edtech
364,Campaign_19,Video,Finance
365,Campaign_19,Video,Healthcare
366,Campaign_2,Search,Ecommerce
367,Campaign_2,Search,Edtech
368,Campaign_2,Search,Finance
369,Campaign_2,Search,Healthcare
370,Campaign_2,Shopping,Ecommerce
371,Campaign_2,Shopping,Edtech
372,Campaign_2,Shopping,Finance
373,Campaign_2,Shopping,Healthcare
374,Campaign_2,Video,Ecommerce
375,Campaign_2,Video,Edtech
376,Campaign_2,Video,Finance
377,Campaign_2,Video,Healthcare
378,Campaign_20,Search,Ecommerce
379,Campaign_20,Search,Edtech
380,Campaign_20,Search,Finance
381,Campaign_20,Search,Healthcare
382,Campaign_20,Shopping,Ecommerce
383,Campaign_20,Shopping,Edtech
384,Campaign_20,Shopping,Finance
385,Campaign_20,Shopping,Healthcare
386,Campaign_20,Video,Ecommerce
387,Campaign_20,Video,Edtech
388,Campaign_20,Video,Finance
389,Campaign_20,Video,Healthcare
390,Campaign_21,Search,Ecommerce
391,Campaign_21,Search,Edtech
392,Campaign_21,Search,Finance
393,Campaign_21,Search,Healthcare
394,Campaign_21,Shopping,Ecommerce
395,Campaign_21,Shopping,Edtech
396,Campaign_21,Shopping,Finance
397,Campaign_21,Shopping,Healthcare
398,Campaign_21,Video,Ecommerce
399,Campaign_21,Video,Edtech
400,Campaign_21,Video,Finance
401,Campaign_21,Video,Healthcare
402,Campaign_22,Search,Ecommerce
403,Campaign_22,Search,Edtech
404,Campaign_22,Search,Finance
405,Campaign_22,Search,Healthcare
406,Campaign_22,Shopping,Ecommerce
407,Campaign_22,Shopping,Edtech
408,Campaign_22,Shopping,Finance
409,Campaign_22,Shopping,Healthcare
410,Campaign_22,Video,Ecommerce
411,Campaign_22,Video,Edtech
412,Campaign_22,Video,Finance
413,Campaign_22,Video,Healthcare
414,Campaign_23,Search,Ecommerce
415,Campaign_23,Search,Edtech
416,Campaign_23,Search,Finance
417,Campaign_23,Search,Healthcare
418,Campaign_23,Shopping,Ecommerce
419,Campaign_23,Shopping,Edtech
420,Campaign_23,Shopping,Finance
421,Campaign_23,Shopping,Healthcare
422,Campaign_23,Video,Ecommerce
423,Campaign_23,Video,Edtech
424,Campaign_23,Video,Finance
425,Campaign_23,Video,Healthcare
426,Campaign_24,Search,Ecommerce
427,Campaign_24,Search,Edtech
428,Campaign_24,Search,Finance
429,Campaign_24,Search,Healthcare
430,Campaign_24,Shopping,Ecommerce
431,Campaign_24,Shopping,Edtech
432,Campaign_24,Shopping,Finance
433,Campaign_24,Shopping,Healthcare
434,Campaign_24,Video,Ecommerce
435,Campaign_24,Video,Edtech
436,Campaign_24,Video,Finance
437,Campaign_24,Video,Healthcare
438,Campaign_25,Search,Ecommerce
439,Campaign_25,Search,Edtech
440,Campaign_25,Search,Finance
441,Campaign_25,Search,Healthcare
442,Campaign_25,Shopping,Ecommerce
443,Campaign_25,Shopping,Edtech
444,Campaign_25,Shopping,Finance
445,Campaign_25,Shopping,Healthcare
446,Campaign_25,Video,Ecommerce
447,Campaign_25,Video,Edtech
448,Campaign_25,Video,Finance
449,Campaign_25,Video,Healthcare
450,Campaign_26,Search,Ecommerce
451,Campaign_26,Search,Edtech
452,Campaign_26,Search,Finance
453,Campaign_26,Search,Healthcare
454,Campaign_26,Shopping,Ecommerce
455,Campaign_26,Shopping,Edtech
456,Campaign_26,Shopping,Finance
457,Campaign_26,Shopping,Healthcare
458,Campaign_26,Video,Ecommerce
459,Campaign_26,Video,Edtech
460,Campaign_26,Video,Finance
461,Campaign_26,Video,Healthcare
462,Campaign_27,Search,Ecommerce
463,Campaign_27,Search,Edtech
464,Campaign_27,Search,Finance
465,Campaign_27,Search,Healthcare
466,Campaign_27,Shopping,Ecommerce
467,Campaign_27,Shopping,Edtech
468,Campaign_27,Shopping,Finance
469,Campaign_27,Shopping,Healthcare
470,Campaign_27,Video,Ecommerce
471,Campaign_27,Video,Edtech
472,Campaign_27,Video,Finance
473,Campaign_27,Video,Healthcare
474,Campaign_28,Search,Ecommerce
475,Campaign_28,Search,Edtech
476,Campaign_28,Search,Finance
477,Campaign_28,Search,Healthcare
478,Campaign_28,Shopping,Ecommerce
479,Campaign_28,Shopping,Edtech
480,Campaign_28,Shopping,Finance
481,Campaign_28,Shopping,Healthcare
482,Campaign_28,Video,Ecommerce
483,Campaign_28,Video,Edtech
484,Campaign_28,Video,Finance
485,Campaign_28,Video,Healthcare
486,Campaign_29,Search,Ecommerce
487,Campaign_29,Search,Edtech
488,Campaign_29,Search,Finance
489,Campaign_29,Search,Healthcare
490,Campaign_29,Shopping,Ecommerce
491,Campaign_29,Shopping,Edtech
492,Campaign_29,Shopping,Finance
493,Campaign_29,Shopping,Healthcare
494,Campaign_29,Video,Ecommerce
495,Campaign_29,Video,Edtech
496,Campaign_29,Video,Finance
497,Campaign_29,Video,Healthcare
498,Campaign_3,Search,Ecommerce
499,Campaign_3,Search,Edtech
500,Campaign_3,Search,Healthcare
501,Campaign_3,Shopping,Ecommerce
502,Campaign_3,Shopping,Edtech
503,Campaign_3,Shopping,Finance
504,Campaign_3,Shopping,Healthcare
505,Campaign_3,Video,Ecommerce
506,Campaign_3,Video,Edtech
507,Campaign_3,Video,Finance
508,Campaign_3,Video,Healthcare
509,Campaign_30,Search,Ecommerce
510,Campaign_30,Search,Edtech
511,Campaign_30,Search,Finance
512,Campaign_30,Search,Healthcare
513,Campaign_30,Shopping,Ecommerce
514,Campaign_30,Shopping,Edtech
515,Campaign_30,Shopping,Finance
516,Campaign_30,Shopping,Healthcare
517,Campaign_30,Video,Ecommerce
518,Campaign_30,Video,Edtech
519,Campaign_30,Video,Finance
520,Campaign_30,Video,Healthcare
521,Campaign_31,Search,Ecommerce
522,Campaign_31,Search,Edtech
523,Campaign_31,Search,Finance
524,Campaign_31,Search,Healthcare
525,Campaign_31,Shopping,Ecommerce
526,Campaign_31,Shopping,Edtech
527,Campaign_31,Shopping,Finance
528,Campaign_31,Shopping,Healthcare
529,Campaign_31,Video,Ecommerce
530,Campaign_31,Video,Edtech
531,Campaign_31,Video,Finance
532,Campaign_31,Video,Healthcare
533,Campaign_32,Search,Ecommerce
534,Campaign_32,Search,Edtech
535,Campaign_32,Search,Finance
536,Campaign_32,Search,Healthcare
537,Campaign_32,Shopping,Ecommerce
538,Campaign_32,Shopping,Edtech
539,Campaign_32,Shopping,Finance
540,Campaign_32,Shopping,Healthcare
541,Campaign_32,Video,Ecommerce
542,Campaign_32,Video,Edtech
543,Campaign_32,Video,Finance
544,Campaign_32,Video,Healthcare
545,Campaign_33,Search,Ecommerce
546,Campaign_33,Search,Edtech
547,Campaign_33,Search,Finance
548,Campaign_33,Search,Healthcare
549,Campaign_33,Shopping,Ecommerce
550,Campaign_33,Shopping,Finance
551,Campaign_33,Shopping,Healthcare
552,Campaign_33,Video,Ecommerce
553,Campaign_33,Video,Edtech
554,Campaign_33,Video,Finance
555,Campaign_33,Video,Healthcare
556,Campaign_34,Search,Ecommerce
557,Campaign_34,Search,Edtech
558,Campaign_34,Search,Finance
559,Campaign_34,Search,Healthcare
560,Campaign_34,Shopping,Ecommerce
561,Campaign_34,Shopping,Edtech
562,Campaign_34,Shopping,Finance
563,Campaign_34,Shopping,Healthcare
564,Campaign_34,Video,Ecommerce
565,Campaign_34,Video,Edtech
566,Campaign_34,Video,Finance
567,Campaign_34,Video,Healthcare
568,Campaign_35,Search,Ecommerce
569,Campaign_35,Search,Edtech
570,Campaign_35,Search,Finance
571,Campaign_35,Search,Healthcare
572,Campaign_35,Shopping,Ecommerce
573,Campaign_35,Shopping,Edtech
574,Campaign_35,Shopping,Finance
575,Campaign_35,Shopping,Healthcare
576,Campaign_35,Video,Ecommerce
577,Campaign_35,Video,Edtech
578,Campaign_35,Video,Finance
579,Campaign_35,Video,Healthcare
580,Campaign_36,Search,Ecommerce
581,Campaign_36,Search,Edtech
582,Campaign_36,Search,Finance
583,Campaign_36,Search,Healthcare
584,Campaign_36,Shopping,Ecommerce
585,Campaign_36,Shopping,Edtech
586,Campaign_36,Shopping,Finance
587,Campaign_36,Shopping,Healthcare
588,Campaign_36,Video,Ecommerce
589,Campaign_36,Video,Edtech
590,Campaign_36,Video,Finance
591,Campaign_36,Video,Healthcare
592,Campaign_37,Search,Ecommerce
593,Campaign_37,Search,Edtech
594,Campaign_37,Search,Finance
595,Campaign_37,Search,Healthcare
596,Campaign_37,Shopping,Ecommerce
597,Campaign_37,Shopping,Edtech
598,Campaign_37,Shopping,Finance
599,Campaign_37,Shopping,Healthcare
600,Campaign_37,Video,Ecommerce
601,Campaign_37,Video,Edtech
602,Campaign_37,Video,Finance
603,Campaign_37,Video,Healthcare
604,Campaign_38,Search,Ecommerce
605,Campaign_38,Search,Edtech
606,Campaign_38,Search,Finance
607,Campaign_38,Search,Healthcare
608,Campaign_38,Shopping,Ecommerce
609,Campaign_38,Shopping,Edtech
610,Campaign_38,Shopping,Finance
611,Campaign_38,Shopping,Healthcare
612,Campaign_38,Video,Ecommerce
613,Campaign_38,Video,Edtech
614,Campaign_38,Video,Finance
615,Campaign_38,Video,Healthcare
616,Campaign_39,Search,Ecommerce
617,Campaign_39,Search,Edtech
618,Campaign_39,Search,Finance
619,Campaign_39,Search,Healthcare
620,Campaign_39,Shopping,Ecommerce
621,Campaign_39,Shopping,Edtech
622,Campaign_39,Shopping,Finance
623,Campaign_39,Shopping,Healthcare
624,Campaign_39,Video,Ecommerce
625,Campaign_39,Video,Edtech
626,Campaign_39,Video,Finance
627,Campaign_39,Video,Healthcare
628,Campaign_4,Search,Ecommerce
629,Campaign_4,Search,Edtech
630,Campaign_4,Search,Finance
631,Campaign_4,Search,Healthcare
632,Campaign_4,Shopping,Ecommerce
633,Campaign_4,Shopping,Edtech
634,Campaign_4,Shopping,Finance
635,Campaign_4,Shopping,Healthcare
636,Campaign_4,Video,Ecommerce
637,Campaign_4,Video,Edtech
638,Campaign_4,Video,Finance
639,Campaign_4,Video,Healthcare
640,Campaign_40,Search,Ecommerce
641,Campaign_40,Search,Edtech
642,Campaign_40,Search,Finance
643,Campaign_40,Search,Healthcare
644,Campaign_40,Shopping,Ecommerce
645,Campaign_40,Shopping,Edtech
646,Campaign_40,Shopping,Finance
647,Campaign_40,Shopping,Healthcare
648,Campaign_40,Video,Ecommerce
649,Campaign_40,Video,Edtech
650,Campaign_40,Video,Finance
651,Campaign_40,Video,Healthcare
652,Campaign_41,Search,Ecommerce
653,Campaign_41,Search,Edtech
654,Campaign_41,Search,Finance
655,Campaign_41,Search,Healthcare
656,Campaign_41,Shopping,Ecommerce
657,Campaign_41,Shopping,Edtech
658,Campaign_41,Shopping,Finance
659,Campaign_41,Shopping,Healthcare
660,Campaign_41,Video,Ecommerce
661,Campaign_41,Video,Edtech
662,Campaign_41,Video,Finance
663,Campaign_41,Video,Healthcare
664,Campaign_42,Search,Ecommerce
665,Campaign_42,Search,Edtech
666,Campaign_42,Search,Finance
667,Campaign_42,Search,Healthcare
668,Campaign_42,Shopping,Ecommerce
669,Campaign_42,Shopping,Edtech
670,Campaign_42,Shopping,Finance
671,Campaign_42,Shopping,Healthcare
672,Campaign_42,Video,Ecommerce
673,Campaign_42,Video,Edtech
674,Campaign_42,Video,Finance
675,Campaign_42,Video,Healthcare
676,Campaign_43,Search,Ecommerce
677,Campaign_43,Search,Edtech
678,Campaign_43,Search,Finance
679,Campaign_43,Search,Healthcare
680,Campaign_43,Shopping,Ecommerce
681,Campaign_43,Shopping,Edtech
682,Campaign_43,Shopping,Finance
683,Campaign_43,Shopping,Healthcare
684,Campaign_43,Video,Ecommerce
685,Campaign_43,Video,Edtech
686,Campaign_43,Video,Healthcare
687,Campaign_44,Search,Ecommerce
688,Campaign_44,Search,Edtech
689,Campaign_44,Search,Finance
690,Campaign_44,Search,Healthcare
691,Campaign_44,Shopping,Ecommerce
692,Campaign_44,Shopping,Edtech
693,Campaign_44,Shopping,Finance
694,Campaign_44,Shopping,Healthcare
695,Campaign_44,Video,Ecommerce
696,Campaign_44,Video,Edtech
697,Campaign_44,Video,Finance
698,Campaign_44,Video,Healthcare
699,Campaign_45,Search,Ecommerce
700,Campaign_45,Search,Edtech
701,Campaign_45,Search,Finance
702,Campaign_45,Search,Healthcare
703,Campaign_45,Shopping,Ecommerce
704,Campaign_45,Shopping,Edtech
705,Campaign_45,Shopping,Finance
706,Campaign_45,Shopping,Healthcare
707,Campaign_45,Video,Ecommerce
708,Campaign_45,Video,Edtech
709,Campaign_45,Video,Finance
710,Campaign_45,Video,Healthcare
711,Campaign_46,Search,Ecommerce
712,Campaign_46,Search,Edtech
713,Campaign_46,Search,Finance
714,Campaign_46,Search,Healthcare
715,Campaign_46,Shopping,Ecommerce
716,Campaign_46,Shopping,Edtech
717,Campaign_46,Shopping,Finance
718,Campaign_46,Shopping,Healthcare
719,Campaign_46,Video,Ecommerce
720,Campaign_46,Video,Edtech
721,Campaign_46,Video,Finance
722,Campaign_46,Video,Healthcare
723,Campaign_47,Search,Ecommerce
724,Campaign_47,Search,Edtech
725,Campaign_47,Search,Finance
726,Campaign_47,Search,Healthcare
727,Campaign_47,Shopping,Ecommerce
728,Campaign_47,Shopping,Edtech
729,Campaign_47,Shopping,Finance
730,Campaign_47,Shopping,Healthcare
731,Campaign_47,Video,Ecommerce
732,Campaign_47,Video,Edtech
733,Campaign_47,Video,Finance
734,Campaign_47,Video,Healthcare
735,Campaign_48,Search,Ecommerce
736,Campaign_48,Search,Edtech
737,Campaign_48,Search,Finance
738,Campaign_48,Search,Healthcare
739,Campaign_48,Shopping,Ecommerce
740,Campaign_48,Shopping,Edtech
741,Campaign_48,Shopping,Finance
742,Campaign_48,Shopping,Healthcare
743,Campaign_48,Video,Ecommerce
744,Campaign_48,Video,Edtech
745,Campaign_48,Video,Finance
746,Campaign_48,Video,Healthcare
747,Campaign_49,Search,Ecommerce
748,Campaign_49,Search,Edtech
749,Campaign_49,Search,Finance
750,Campaign_49,Search,Healthcare
751,Campaign_49,Shopping,Ecommerce
752,Campaign_49,Shopping,Edtech
753,Campaign_49,Shopping,Finance
754,Campaign_49,Shopping,Healthcare
755,Campaign_49,Video,Ecommerce
756,Campaign_49,Video,Edtech
757,Campaign_49,Video,Finance
758,Campaign_49,Video,Healthcare
759,Campaign_5,Search,Ecommerce
760,Campaign_5,Search,Edtech
761,Campaign_5,Search,Finance
762,Campaign_5,Search,Healthcare
763,Campaign_5,Shopping,Ecommerce
764,Campaign_5,Shopping,Edtech
765,Campaign_5,Shopping,Finance
766,Campaign_5,Shopping,Healthcare
767,Campaign_5,Video,Ecommerce
